OID,Latitude (N),Longitude (E),Blended LRO/LOLA and SELENE/Kaguya DEM
605,25.993164062499996,116.86035156250003,-149.0
606,25.993164062499996,116.8623046875,-142.0
607,25.993164062499996,116.8642578125,-136.5
608,25.993164062499996,116.86621093750003,-126.0
609,25.993164062499996,116.86816406249994,-120.0
610,25.993164062499996,116.8701171875,-113.0
611,25.993164062499996,116.87207031250003,-103.5
612,25.993164062499996,116.87402343750003,-101.0
613,25.993164062499996,116.8759765625,-89.5
614,25.993164062499996,116.87792968749997,-80.0
615,25.993164062499996,116.8798828125,-75.0
616,25.993164062499996,116.8818359375,-70.5
617,25.993164062499996,116.8837890625,-64.0
618,25.993164062499996,116.88574218750003,-58.0
