OID,Latitude (N),Longitude (E),LOLA 1024ppd Elevation - Numeric
571,20.486816406249996,218.68701171875,4875.0
572,20.48681640625,218.68798828125,4877.0
573,20.486816406249996,218.68896484375,4878.5
574,20.486816406249996,218.68994140625,4880.5
575,20.486816406249996,218.69091796875,4882.0
576,20.48681640625,218.69189453125,4884.0
577,20.486816406249996,218.69287109374997,4885.5
578,20.48681640625,218.69384765625003,4887.5
579,20.486816406249996,218.69482421875,4889.5
580,20.48681640625,218.69580078125,4891.0
581,20.486816406249996,218.69677734375,4893.0
582,20.48681640625,218.69775390625,4895.0
583,20.486816406249996,218.69873046875,4896.5
584,20.486816406249996,218.69970703125,4898.5
585,20.486816406249996,218.70068359375,4900.5
586,20.486816406249996,218.70166015625,4902.0
587,20.486816406249996,218.70263671875003,4904.0
588,20.486816406249996,218.70361328125,4906.0
589,20.48681640625,218.70458984375,4909.0
590,20.486816406249996,218.70556640625003,4914.0
591,20.486816406249996,218.70654296874997,4918.0
592,20.486816406249996,218.70751953125,4923.5
593,20.48681640625,218.70849609375,4929.0
594,20.486816406249996,218.70947265625,4932.5
595,20.486816406249996,218.71044921875,4934.5
596,20.486816406249996,218.71142578125,4935.5
597,20.48681640625,218.71240234375,4937.0
598,20.48681640625,218.71337890625,4938.5
599,20.486816406249996,218.71435546875,4940.0
600,20.486816406249996,218.71533203125003,4941.5
601,20.48681640625,218.71630859375003,4943.0
602,20.486816406249996,218.71728515625,4945.0
603,20.48681640625,218.71826171875,4946.5
604,20.486816406249996,218.71923828125,4948.5
605,20.48681640625,218.72021484375,4950.5
606,20.48681640625,218.72119140625,4952.5
607,20.486816406249996,218.72216796875,4955.0
608,20.486816406249996,218.72314453125,4957.0
609,20.48681640625,218.72412109375,4958.5
610,20.486816406249996,218.72509765625003,4960.5
611,20.486816406249996,218.72607421875,4962.0
612,20.48681640625,218.72705078125,4963.5
613,20.48681640625,218.72802734375003,4964.5
614,20.486816406249996,218.72900390625003,4966.5
615,20.486816406249996,218.72998046875,4967.5
616,20.486816406249996,218.73095703125,4968.5
617,20.486816406249996,218.73193359375,4969.5
618,20.486816406249996,218.73291015625,4970.5
619,20.48681640625,218.73388671875003,4971.5
620,20.486816406249996,218.73486328125,4972.0
621,20.486816406249996,218.73583984375,4972.5
622,20.486816406249996,218.73681640625,4973.0
623,20.486816406249996,218.73779296874997,4973.5
624,20.486816406249996,218.73876953125,4974.0
625,20.486816406249996,218.73974609375,4974.0
626,20.48681640625,218.74072265625003,4974.0
627,20.486816406249996,218.74169921875,4974.0
628,20.48681640625,218.74267578125,4974.5
629,20.486816406249996,218.74365234375,4974.5
630,20.486816406249996,218.74462890625,4975.0
631,20.485839843750004,218.62255859375,4817.0
632,20.485839843750004,218.62353515625,4816.0
633,20.485839843750004,218.62451171875,4815.0
634,20.485839843750004,218.62548828125,4813.5
635,20.485839843750004,218.62646484375003,4812.5
636,20.485839843750004,218.62744140625,4811.5
637,20.485839843750004,218.62841796875,4810.0
